,Characteristic.Name,SAMPLE_DATE,Depth,Result.Value,Result.Unit,SITE_PWL_ID,SITE_HISTORY_ID
98500,TEMPERATURE,8/12/2019,10.991,24.214,deg C,1306-0037,sturgeon_pool
98501,TEMPERATURE,8/12/2019,6.203,24.966,deg C,1306-0037,sturgeon_pool
98502,TEMPERATURE,8/12/2019,7.046,24.855,deg C,1306-0037,sturgeon_pool
98503,TEMPERATURE,9/3/2019,7.946,24.489,deg C,1306-0037,sturgeon_pool
98504,TEMPERATURE,9/7/2012,17.13,10.97,deg C,1306-0037,sturgeon_pool
98505,TEMPERATURE,7/22/2019,7.262,27.922,deg C,1306-0037,sturgeon_pool
98506,TEMPERATURE,8/12/2019,12.928,20.434,deg C,1306-0037,sturgeon_pool
98507,TEMPERATURE,6/18/2013,7.03,19.8,deg C,1306-0037,sturgeon_pool
98508,TEMPERATURE,7/16/2013,2.09,27.44,deg C,1306-0037,sturgeon_pool
98509,TEMPERATURE,8/12/2019,6.076,24.967,deg C,1306-0037,sturgeon_pool
98510,TEMPERATURE,8/12/2019,7.026,24.884,deg C,1306-0037,sturgeon_pool
98511,TEMPERATURE,7/22/2019,5.395,28.217,deg C,1306-0037,sturgeon_pool
98512,TEMPERATURE,7/22/2019,8.153,27.725,deg C,1306-0037,sturgeon_pool
98513,TEMPERATURE,8/12/2019,11.95,24.014,deg C,1306-0037,sturgeon_pool
98514,TEMPERATURE,8/12/2019,1.374,25.325,deg C,1306-0037,sturgeon_pool
98515,TEMPERATURE,9/3/2019,9.813,24.372,deg C,1306-0037,sturgeon_pool
98516,TEMPERATURE,7/22/2019,8.155,27.819,deg C,1306-0037,sturgeon_pool
98517,TEMPERATURE,8/12/2019,4.024,25.205,deg C,1306-0037,sturgeon_pool
98518,TEMPERATURE,7/16/2013,5.92,26.39,deg C,1306-0037,sturgeon_pool
98519,TEMPERATURE,8/12/2019,6.353,25.039,deg C,1306-0037,sturgeon_pool
98520,TEMPERATURE,9/11/2013,2.96,22.66,deg C,1306-0037,sturgeon_pool
98521,TEMPERATURE,6/18/2013,9.81,18.45,deg C,1306-0037,sturgeon_pool
98522,TEMPERATURE,8/12/2019,13.937,16.956,deg C,1306-0037,sturgeon_pool
98094,CONDUCTANCE,9/7/2012,11.17,434.6,uS/cm,1306-0037,sturgeon_pool
98095,CONDUCTANCE,9/7/2012,1.89,435.1,uS/cm,1306-0037,sturgeon_pool
98096,CONDUCTANCE,8/12/2019,1.793,395.2,uS/cm,1306-0037,sturgeon_pool
98097,CONDUCTANCE,6/18/2013,3.99,205.3,uS/cm,1306-0037,sturgeon_pool
98098,CONDUCTANCE,6/18/2013,11.4,186.5,uS/cm,1306-0037,sturgeon_pool
98099,CONDUCTANCE,6/18/2013,10.77,187.4,uS/cm,1306-0037,sturgeon_pool
98100,CONDUCTANCE,6/18/2013,0.28,213.8,uS/cm,1306-0037,sturgeon_pool
98101,CONDUCTANCE,6/18/2013,9.81,190,uS/cm,1306-0037,sturgeon_pool
98102,CONDUCTANCE,6/18/2013,4.96,203.7,uS/cm,1306-0037,sturgeon_pool
98103,CONDUCTANCE,7/16/2013,18.97,206.7,uS/cm,1306-0037,sturgeon_pool
98104,CONDUCTANCE,7/16/2013,4.01,327.7,uS/cm,1306-0037,sturgeon_pool
98105,CONDUCTANCE,7/16/2013,13.97,202.7,uS/cm,1306-0037,sturgeon_pool
98106,CONDUCTANCE,7/16/2013,20,224.8,uS/cm,1306-0037,sturgeon_pool
98107,CONDUCTANCE,8/13/2013,6,210,uS/cm,1306-0037,sturgeon_pool
98108,CONDUCTANCE,8/13/2013,22,199,uS/cm,1306-0037,sturgeon_pool
98109,CONDUCTANCE,8/13/2013,8,207,uS/cm,1306-0037,sturgeon_pool
98110,CONDUCTANCE,8/13/2013,20,179,uS/cm,1306-0037,sturgeon_pool
98111,CONDUCTANCE,9/11/2013,13.03,346.6,uS/cm,1306-0037,sturgeon_pool
98112,CONDUCTANCE,9/11/2013,14.03,339.8,uS/cm,1306-0037,sturgeon_pool
98113,CONDUCTANCE,7/22/2019,12.756,384.9,uS/cm,1306-0037,sturgeon_pool
98114,CONDUCTANCE,7/22/2019,3.498,554,uS/cm,1306-0037,sturgeon_pool
98115,CONDUCTANCE,7/22/2019,10.05,537.3,uS/cm,1306-0037,sturgeon_pool
98116,CONDUCTANCE,7/22/2019,5.395,539.6,uS/cm,1306-0037,sturgeon_pool
98117,CONDUCTANCE,7/22/2019,12.77,384.9,uS/cm,1306-0037,sturgeon_pool
98118,CONDUCTANCE,8/12/2019,2.945,395.1,uS/cm,1306-0037,sturgeon_pool
98119,CONDUCTANCE,8/12/2019,12.935,390.1,uS/cm,1306-0037,sturgeon_pool
98120,CONDUCTANCE,8/12/2019,-0.034,396.5,uS/cm,1306-0037,sturgeon_pool
98121,CONDUCTANCE,8/12/2019,6.203,376.7,uS/cm,1306-0037,sturgeon_pool
98122,CONDUCTANCE,8/12/2019,9.058,374.9,uS/cm,1306-0037,sturgeon_pool
98123,CONDUCTANCE,9/3/2019,7.946,484.1,uS/cm,1306-0037,sturgeon_pool
98124,CONDUCTANCE,9/3/2019,12.529,482.1,uS/cm,1306-0037,sturgeon_pool
98125,CONDUCTANCE,9/7/2012,9.09,441.6,uS/cm,1306-0037,sturgeon_pool
98126,CONDUCTANCE,9/7/2012,17.13,392.8,uS/cm,1306-0037,sturgeon_pool
98127,CONDUCTANCE,7/22/2019,9.047,538.1,uS/cm,1306-0037,sturgeon_pool
98128,CONDUCTANCE,7/22/2019,-0.141,524,uS/cm,1306-0037,sturgeon_pool
98129,CONDUCTANCE,7/22/2019,3.495,559.5,uS/cm,1306-0037,sturgeon_pool
98130,CONDUCTANCE,7/22/2019,4.501,550.9,uS/cm,1306-0037,sturgeon_pool
98131,CONDUCTANCE,7/22/2019,13.699,344.6,uS/cm,1306-0037,sturgeon_pool
98132,CONDUCTANCE,8/12/2019,6.076,376.1,uS/cm,1306-0037,sturgeon_pool
98133,CONDUCTANCE,8/12/2019,12.942,390.6,uS/cm,1306-0037,sturgeon_pool
98134,CONDUCTANCE,8/12/2019,13.647,394.1,uS/cm,1306-0037,sturgeon_pool
98135,CONDUCTANCE,8/12/2019,9.055,374.3,uS/cm,1306-0037,sturgeon_pool
98136,CONDUCTANCE,8/12/2019,2.857,395.2,uS/cm,1306-0037,sturgeon_pool
98137,CONDUCTANCE,8/12/2019,1.529,395.1,uS/cm,1306-0037,sturgeon_pool
98138,CONDUCTANCE,8/12/2019,9.068,374.9,uS/cm,1306-0037,sturgeon_pool
98139,CONDUCTANCE,8/12/2019,7.046,375.1,uS/cm,1306-0037,sturgeon_pool
98140,CONDUCTANCE,9/7/2012,14.04,345.1,uS/cm,1306-0037,sturgeon_pool
98141,CONDUCTANCE,9/7/2012,6.08,450.7,uS/cm,1306-0037,sturgeon_pool
98142,CONDUCTANCE,9/7/2012,8.18,441.4,uS/cm,1306-0037,sturgeon_pool
98143,CONDUCTANCE,7/22/2019,12.764,385.8,uS/cm,1306-0037,sturgeon_pool
98144,CONDUCTANCE,8/12/2019,10.991,373.9,uS/cm,1306-0037,sturgeon_pool
98145,CONDUCTANCE,8/12/2019,7.012,375.1,uS/cm,1306-0037,sturgeon_pool
98146,CONDUCTANCE,8/12/2019,11.95,375.5,uS/cm,1306-0037,sturgeon_pool
98147,CONDUCTANCE,8/12/2019,6.356,377,uS/cm,1306-0037,sturgeon_pool
98148,CONDUCTANCE,9/3/2019,9.813,492.1,uS/cm,1306-0037,sturgeon_pool
98149,CONDUCTANCE,6/18/2013,16.38,188.9,uS/cm,1306-0037,sturgeon_pool
98150,CONDUCTANCE,6/18/2013,18.59,189.6,uS/cm,1306-0037,sturgeon_pool
98151,CONDUCTANCE,6/18/2013,13.35,189,uS/cm,1306-0037,sturgeon_pool
98152,CONDUCTANCE,6/18/2013,14.54,188.9,uS/cm,1306-0037,sturgeon_pool
98153,CONDUCTANCE,6/18/2013,15.48,189.1,uS/cm,1306-0037,sturgeon_pool
98154,CONDUCTANCE,6/18/2013,7.03,207.7,uS/cm,1306-0037,sturgeon_pool
98155,CONDUCTANCE,6/18/2013,17.39,189.1,uS/cm,1306-0037,sturgeon_pool
98156,CONDUCTANCE,6/18/2013,8.12,198.8,uS/cm,1306-0037,sturgeon_pool
98157,CONDUCTANCE,6/18/2013,2,212.2,uS/cm,1306-0037,sturgeon_pool
98158,CONDUCTANCE,6/18/2013,12.5,187.2,uS/cm,1306-0037,sturgeon_pool
98159,CONDUCTANCE,7/16/2013,8,339.9,uS/cm,1306-0037,sturgeon_pool
98160,CONDUCTANCE,7/16/2013,10,342.5,uS/cm,1306-0037,sturgeon_pool
98161,CONDUCTANCE,7/16/2013,12.01,256,uS/cm,1306-0037,sturgeon_pool
98162,CONDUCTANCE,7/16/2013,16.08,204,uS/cm,1306-0037,sturgeon_pool
98163,CONDUCTANCE,7/16/2013,7.02,340.7,uS/cm,1306-0037,sturgeon_pool
98164,CONDUCTANCE,7/16/2013,16.96,209.4,uS/cm,1306-0037,sturgeon_pool
98165,CONDUCTANCE,8/13/2013,21,182,uS/cm,1306-0037,sturgeon_pool
98166,CONDUCTANCE,8/13/2013,16,187,uS/cm,1306-0037,sturgeon_pool
98167,CONDUCTANCE,8/13/2013,15,199,uS/cm,1306-0037,sturgeon_pool
98168,CONDUCTANCE,8/13/2013,7,209,uS/cm,1306-0037,sturgeon_pool
98169,CONDUCTANCE,8/13/2013,4,208,uS/cm,1306-0037,sturgeon_pool
98170,CONDUCTANCE,8/13/2013,18,184,uS/cm,1306-0037,sturgeon_pool
98171,CONDUCTANCE,8/13/2013,9,205,uS/cm,1306-0037,sturgeon_pool
98172,CONDUCTANCE,9/11/2013,0.98,342.4,uS/cm,1306-0037,sturgeon_pool
98173,CONDUCTANCE,9/11/2013,6.01,327.4,uS/cm,1306-0037,sturgeon_pool
98174,CONDUCTANCE,9/11/2013,10.03,333.9,uS/cm,1306-0037,sturgeon_pool
98175,CONDUCTANCE,6/18/2013,,213.175,uS/cm,1306-0037,sturgeon_pool
98176,CONDUCTANCE,7/16/2013,,349.6,uS/cm,1306-0037,sturgeon_pool
98177,CONDUCTANCE,7/22/2019,1.053,524.1,uS/cm,1306-0037,sturgeon_pool
98178,CONDUCTANCE,7/22/2019,14.3,340.5,uS/cm,1306-0037,sturgeon_pool
98179,CONDUCTANCE,7/22/2019,7.262,539.4,uS/cm,1306-0037,sturgeon_pool
98180,CONDUCTANCE,7/22/2019,11.864,422.5,uS/cm,1306-0037,sturgeon_pool
98181,CONDUCTANCE,7/22/2019,9.052,537.6,uS/cm,1306-0037,sturgeon_pool
98182,CONDUCTANCE,7/22/2019,12.779,383.4,uS/cm,1306-0037,sturgeon_pool
98183,CONDUCTANCE,8/12/2019,7.974,371.9,uS/cm,1306-0037,sturgeon_pool
98184,CONDUCTANCE,8/12/2019,12.053,381.3,uS/cm,1306-0037,sturgeon_pool
98185,CONDUCTANCE,8/12/2019,6.353,380,uS/cm,1306-0037,sturgeon_pool
98186,CONDUCTANCE,8/12/2019,2.984,395.1,uS/cm,1306-0037,sturgeon_pool
98187,CONDUCTANCE,8/12/2019,1.133,395.7,uS/cm,1306-0037,sturgeon_pool
98188,CONDUCTANCE,8/12/2019,1.279,395.5,uS/cm,1306-0037,sturgeon_pool
98189,CONDUCTANCE,8/12/2019,10.143,374.1,uS/cm,1306-0037,sturgeon_pool
98190,CONDUCTANCE,8/12/2019,13.838,369.1,uS/cm,1306-0037,sturgeon_pool
98191,CONDUCTANCE,8/12/2019,12.148,379.8,uS/cm,1306-0037,sturgeon_pool
98192,CONDUCTANCE,8/12/2019,-0.031,396.5,uS/cm,1306-0037,sturgeon_pool
98193,CONDUCTANCE,8/12/2019,4.024,394.6,uS/cm,1306-0037,sturgeon_pool
98194,CONDUCTANCE,8/12/2019,8.026,371.9,uS/cm,1306-0037,sturgeon_pool
98195,CONDUCTANCE,8/12/2019,13.937,373,uS/cm,1306-0037,sturgeon_pool
98196,CONDUCTANCE,9/3/2019,9.37,486.1,uS/cm,1306-0037,sturgeon_pool
98197,CONDUCTANCE,9/3/2019,2.862,481,uS/cm,1306-0037,sturgeon_pool
98198,CONDUCTANCE,9/3/2019,0.784,482,uS/cm,1306-0037,sturgeon_pool
98199,CONDUCTANCE,8/12/2019,1.473,394.9,uS/cm,1306-0037,sturgeon_pool
98200,CONDUCTANCE,8/12/2019,5.134,380.9,uS/cm,1306-0037,sturgeon_pool
98201,CONDUCTANCE,9/3/2019,11.387,494.3,uS/cm,1306-0037,sturgeon_pool
98202,CONDUCTANCE,7/22/2019,10.931,468.8,uS/cm,1306-0037,sturgeon_pool
98203,CONDUCTANCE,7/22/2019,6.284,540.9,uS/cm,1306-0037,sturgeon_pool
98204,CONDUCTANCE,7/22/2019,13.633,342.6,uS/cm,1306-0037,sturgeon_pool
98205,CONDUCTANCE,8/12/2019,4.017,394.8,uS/cm,1306-0037,sturgeon_pool
98206,CONDUCTANCE,8/12/2019,12.158,382.6,uS/cm,1306-0037,sturgeon_pool
98207,CONDUCTANCE,8/12/2019,11.022,374.4,uS/cm,1306-0037,sturgeon_pool
98208,CONDUCTANCE,8/12/2019,10.188,373.8,uS/cm,1306-0037,sturgeon_pool
98209,CONDUCTANCE,8/12/2019,13.708,377.5,uS/cm,1306-0037,sturgeon_pool
98210,CONDUCTANCE,8/12/2019,1.374,395.4,uS/cm,1306-0037,sturgeon_pool
98211,CONDUCTANCE,8/12/2019,0.975,395.8,uS/cm,1306-0037,sturgeon_pool
98212,CONDUCTANCE,8/12/2019,11.018,374.5,uS/cm,1306-0037,sturgeon_pool
98213,CONDUCTANCE,8/12/2019,11.01,374.4,uS/cm,1306-0037,sturgeon_pool
98214,CONDUCTANCE,8/12/2019,13.867,370.7,uS/cm,1306-0037,sturgeon_pool
98215,CONDUCTANCE,8/12/2019,9.078,372.5,uS/cm,1306-0037,sturgeon_pool
98216,CONDUCTANCE,8/12/2019,7.884,372.7,uS/cm,1306-0037,sturgeon_pool
98217,CONDUCTANCE,8/12/2019,10.169,373.6,uS/cm,1306-0037,sturgeon_pool
98218,CONDUCTANCE,8/12/2019,10.959,373.7,uS/cm,1306-0037,sturgeon_pool
98219,CONDUCTANCE,9/3/2019,13.671,383.1,uS/cm,1306-0037,sturgeon_pool
98220,CONDUCTANCE,9/3/2019,14.357,386.9,uS/cm,1306-0037,sturgeon_pool
98221,CONDUCTANCE,7/16/2013,14.97,203.7,uS/cm,1306-0037,sturgeon_pool
98222,CONDUCTANCE,9/11/2013,2.96,342.5,uS/cm,1306-0037,sturgeon_pool
98223,CONDUCTANCE,9/7/2012,12.31,429.4,uS/cm,1306-0037,sturgeon_pool
98224,CONDUCTANCE,9/7/2012,16.37,384.1,uS/cm,1306-0037,sturgeon_pool
98225,CONDUCTANCE,9/7/2012,13.41,424.6,uS/cm,1306-0037,sturgeon_pool
98226,CONDUCTANCE,9/7/2012,7.1,448.3,uS/cm,1306-0037,sturgeon_pool
98227,CONDUCTANCE,9/7/2012,15.24,365.6,uS/cm,1306-0037,sturgeon_pool
98228,CONDUCTANCE,9/7/2012,10.23,440,uS/cm,1306-0037,sturgeon_pool
98229,CONDUCTANCE,9/7/2012,0.23,428.7,uS/cm,1306-0037,sturgeon_pool
98230,CONDUCTANCE,9/7/2012,3.35,449.2,uS/cm,1306-0037,sturgeon_pool
98231,CONDUCTANCE,9/7/2012,0.99,427.7,uS/cm,1306-0037,sturgeon_pool
98232,CONDUCTANCE,9/7/2012,5.12,452.8,uS/cm,1306-0037,sturgeon_pool
98233,CONDUCTANCE,7/22/2019,9.05,538.2,uS/cm,1306-0037,sturgeon_pool
98234,CONDUCTANCE,8/12/2019,12.928,390.5,uS/cm,1306-0037,sturgeon_pool
98235,CONDUCTANCE,8/12/2019,1.856,395.2,uS/cm,1306-0037,sturgeon_pool
98236,CONDUCTANCE,8/12/2019,12.945,390.4,uS/cm,1306-0037,sturgeon_pool
98237,CONDUCTANCE,8/12/2019,12.958,386.7,uS/cm,1306-0037,sturgeon_pool
98238,CONDUCTANCE,8/12/2019,12.026,380.9,uS/cm,1306-0037,sturgeon_pool
98239,CONDUCTANCE,6/18/2013,11.38,186.8,uS/cm,1306-0037,sturgeon_pool
98240,CONDUCTANCE,6/18/2013,2.01,212.3,uS/cm,1306-0037,sturgeon_pool
98241,CONDUCTANCE,6/18/2013,0.37,214.2,uS/cm,1306-0037,sturgeon_pool
98242,CONDUCTANCE,6/18/2013,3,211.2,uS/cm,1306-0037,sturgeon_pool
98243,CONDUCTANCE,6/18/2013,1.13,212.5,uS/cm,1306-0037,sturgeon_pool
98244,CONDUCTANCE,7/16/2013,13.06,207.7,uS/cm,1306-0037,sturgeon_pool
98245,CONDUCTANCE,7/16/2013,5.92,337,uS/cm,1306-0037,sturgeon_pool
98246,CONDUCTANCE,7/16/2013,9.02,340,uS/cm,1306-0037,sturgeon_pool
98247,CONDUCTANCE,7/16/2013,5.07,325.5,uS/cm,1306-0037,sturgeon_pool
98248,CONDUCTANCE,7/16/2013,1.03,349.6,uS/cm,1306-0037,sturgeon_pool
98249,CONDUCTANCE,7/16/2013,18.07,203.6,uS/cm,1306-0037,sturgeon_pool
98250,CONDUCTANCE,7/16/2013,2.09,352.7,uS/cm,1306-0037,sturgeon_pool
98251,CONDUCTANCE,7/16/2013,11,335,uS/cm,1306-0037,sturgeon_pool
98252,CONDUCTANCE,7/16/2013,3.01,332.8,uS/cm,1306-0037,sturgeon_pool
98253,CONDUCTANCE,8/13/2013,3,208,uS/cm,1306-0037,sturgeon_pool
98254,CONDUCTANCE,8/13/2013,19,181,uS/cm,1306-0037,sturgeon_pool
98255,CONDUCTANCE,8/13/2013,0,203,uS/cm,1306-0037,sturgeon_pool
98256,CONDUCTANCE,8/13/2013,17,181,uS/cm,1306-0037,sturgeon_pool
98257,CONDUCTANCE,8/13/2013,5,209,uS/cm,1306-0037,sturgeon_pool
98258,CONDUCTANCE,8/13/2013,12,205,uS/cm,1306-0037,sturgeon_pool
98259,CONDUCTANCE,8/13/2013,1,204,uS/cm,1306-0037,sturgeon_pool
98260,CONDUCTANCE,8/13/2013,10,205,uS/cm,1306-0037,sturgeon_pool
98261,CONDUCTANCE,8/13/2013,11,205,uS/cm,1306-0037,sturgeon_pool
98262,CONDUCTANCE,8/13/2013,2,205,uS/cm,1306-0037,sturgeon_pool
98263,CONDUCTANCE,8/13/2013,14,205,uS/cm,1306-0037,sturgeon_pool
98264,CONDUCTANCE,8/13/2013,13,205,uS/cm,1306-0037,sturgeon_pool
98265,CONDUCTANCE,9/11/2013,16.02,352.9,uS/cm,1306-0037,sturgeon_pool
98266,CONDUCTANCE,9/11/2013,4.05,341.8,uS/cm,1306-0037,sturgeon_pool
98267,CONDUCTANCE,9/11/2013,5.05,333.4,uS/cm,1306-0037,sturgeon_pool
98268,CONDUCTANCE,9/11/2013,9.03,335.7,uS/cm,1306-0037,sturgeon_pool
98269,CONDUCTANCE,9/11/2013,12,344.6,uS/cm,1306-0037,sturgeon_pool
98270,CONDUCTANCE,9/11/2013,2.05,342.7,uS/cm,1306-0037,sturgeon_pool
98271,CONDUCTANCE,9/11/2013,0.07,342.4,uS/cm,1306-0037,sturgeon_pool
98272,CONDUCTANCE,9/11/2013,10.99,338.6,uS/cm,1306-0037,sturgeon_pool
98273,CONDUCTANCE,9/11/2013,14.94,344.1,uS/cm,1306-0037,sturgeon_pool
98274,CONDUCTANCE,9/11/2013,6.98,323.7,uS/cm,1306-0037,sturgeon_pool
98275,CONDUCTANCE,9/11/2013,17.04,348.9,uS/cm,1306-0037,sturgeon_pool
98276,CONDUCTANCE,9/11/2013,8,326.9,uS/cm,1306-0037,sturgeon_pool
98277,CONDUCTANCE,9/11/2013,2.05,342.4,uS/cm,1306-0037,sturgeon_pool
98278,CONDUCTANCE,8/12/2019,-0.023,396.5,uS/cm,1306-0037,sturgeon_pool
98279,CONDUCTANCE,9/7/2012,,430.5,uS/cm,1306-0037,sturgeon_pool
98280,CONDUCTANCE,8/13/2013,,204,uS/cm,1306-0037,sturgeon_pool
98281,CONDUCTANCE,9/11/2013,,342.4,uS/cm,1306-0037,sturgeon_pool
98282,CONDUCTANCE,7/22/2019,12.792,380.3,uS/cm,1306-0037,sturgeon_pool
98283,CONDUCTANCE,7/22/2019,2.505,533.8,uS/cm,1306-0037,sturgeon_pool
98284,CONDUCTANCE,7/22/2019,8.155,536.9,uS/cm,1306-0037,sturgeon_pool
98285,CONDUCTANCE,7/22/2019,14.435,338.6,uS/cm,1306-0037,sturgeon_pool
98286,CONDUCTANCE,7/22/2019,11.857,416.9,uS/cm,1306-0037,sturgeon_pool
98287,CONDUCTANCE,8/12/2019,12.961,392.4,uS/cm,1306-0037,sturgeon_pool
98288,CONDUCTANCE,8/12/2019,4.026,394.8,uS/cm,1306-0037,sturgeon_pool
98289,CONDUCTANCE,8/12/2019,9.06,374.7,uS/cm,1306-0037,sturgeon_pool
98290,CONDUCTANCE,8/12/2019,5.09,390.8,uS/cm,1306-0037,sturgeon_pool
98291,CONDUCTANCE,8/12/2019,7.026,374.9,uS/cm,1306-0037,sturgeon_pool
98292,CONDUCTANCE,8/12/2019,12.95,388.8,uS/cm,1306-0037,sturgeon_pool
98293,CONDUCTANCE,8/12/2019,13.788,371.4,uS/cm,1306-0037,sturgeon_pool
98294,CONDUCTANCE,8/12/2019,12.089,381.8,uS/cm,1306-0037,sturgeon_pool
98295,CONDUCTANCE,9/3/2019,6.203,482.2,uS/cm,1306-0037,sturgeon_pool
98296,CONDUCTANCE,9/3/2019,4.261,481.5,uS/cm,1306-0037,sturgeon_pool
98297,CONDUCTANCE,7/22/2019,14.335,338,uS/cm,1306-0037,sturgeon_pool
98298,CONDUCTANCE,7/22/2019,10.075,525.2,uS/cm,1306-0037,sturgeon_pool
98299,CONDUCTANCE,7/22/2019,12.783,381,uS/cm,1306-0037,sturgeon_pool
98300,CONDUCTANCE,7/22/2019,14.287,341.8,uS/cm,1306-0037,sturgeon_pool
98301,CONDUCTANCE,7/22/2019,-0.139,523.8,uS/cm,1306-0037,sturgeon_pool
98302,CONDUCTANCE,7/22/2019,8.153,536.7,uS/cm,1306-0037,sturgeon_pool
98303,CONDUCTANCE,7/22/2019,8.196,537.1,uS/cm,1306-0037,sturgeon_pool
98304,CONDUCTANCE,8/12/2019,12.11,382.5,uS/cm,1306-0037,sturgeon_pool
98305,CONDUCTANCE,8/12/2019,11.027,374.5,uS/cm,1306-0037,sturgeon_pool
98306,CONDUCTANCE,9/3/2019,14.769,378.8,uS/cm,1306-0037,sturgeon_pool
98307,CONDUCTANCE,9/3/2019,0.736,482.3,uS/cm,1306-0037,sturgeon_pool
97984,PC_ugL,7/22/2019,-0.139,0.98,ug/L,1306-0037,sturgeon_pool
97985,PC_ugL,8/12/2019,12.958,0.08,ug/L,1306-0037,sturgeon_pool
97986,PC_ugL,8/12/2019,9.078,0.04,ug/L,1306-0037,sturgeon_pool
97987,PC_ugL,8/12/2019,6.203,0.01,ug/L,1306-0037,sturgeon_pool
97988,PC_ugL,9/3/2019,9.37,0.14,ug/L,1306-0037,sturgeon_pool
97989,PC_ugL,7/22/2019,9.05,-0.02,ug/L,1306-0037,sturgeon_pool
97990,PC_ugL,7/22/2019,10.931,0.1,ug/L,1306-0037,sturgeon_pool
97991,PC_ugL,7/22/2019,12.783,0.01,ug/L,1306-0037,sturgeon_pool
97992,PC_ugL,8/12/2019,13.708,0.13,ug/L,1306-0037,sturgeon_pool
97993,PC_ugL,7/22/2019,14.287,0.13,ug/L,1306-0037,sturgeon_pool
97994,PC_ugL,7/22/2019,8.196,0.03,ug/L,1306-0037,sturgeon_pool
97995,PC_ugL,7/22/2019,14.435,0.1,ug/L,1306-0037,sturgeon_pool
97996,PC_ugL,8/12/2019,2.857,0.16,ug/L,1306-0037,sturgeon_pool
97997,PC_ugL,8/12/2019,10.188,0.06,ug/L,1306-0037,sturgeon_pool
97998,PC_ugL,8/12/2019,-0.031,0.09,ug/L,1306-0037,sturgeon_pool
97999,PC_ugL,8/12/2019,12.053,0.08,ug/L,1306-0037,sturgeon_pool
98000,PC_ugL,8/12/2019,10.959,0.08,ug/L,1306-0037,sturgeon_pool
98001,PC_ugL,8/12/2019,13.647,0.12,ug/L,1306-0037,sturgeon_pool
98002,PC_ugL,9/3/2019,14.357,0.04,ug/L,1306-0037,sturgeon_pool
98003,PC_ugL,7/22/2019,3.495,0.1,ug/L,1306-0037,sturgeon_pool
98004,PC_ugL,7/22/2019,9.047,0,ug/L,1306-0037,sturgeon_pool
98005,PC_ugL,7/22/2019,14.335,0.07,ug/L,1306-0037,sturgeon_pool
98006,PC_ugL,7/22/2019,2.505,0.7,ug/L,1306-0037,sturgeon_pool
98007,PC_ugL,7/22/2019,10.05,0,ug/L,1306-0037,sturgeon_pool
98008,PC_ugL,7/22/2019,12.792,0.02,ug/L,1306-0037,sturgeon_pool
98009,PC_ugL,7/22/2019,12.764,0.04,ug/L,1306-0037,sturgeon_pool
98010,PC_ugL,7/22/2019,8.155,0.02,ug/L,1306-0037,sturgeon_pool
98011,PC_ugL,7/22/2019,10.075,0.06,ug/L,1306-0037,sturgeon_pool
98012,PC_ugL,7/22/2019,12.756,0.06,ug/L,1306-0037,sturgeon_pool
98013,PC_ugL,7/22/2019,4.501,0.06,ug/L,1306-0037,sturgeon_pool
98014,PC_ugL,7/22/2019,8.153,0,ug/L,1306-0037,sturgeon_pool
98015,PC_ugL,7/22/2019,7.262,0.08,ug/L,1306-0037,sturgeon_pool
98016,PC_ugL,7/22/2019,13.633,0.07,ug/L,1306-0037,sturgeon_pool
98017,PC_ugL,8/12/2019,12.11,0.11,ug/L,1306-0037,sturgeon_pool
98018,PC_ugL,8/12/2019,1.529,0.13,ug/L,1306-0037,sturgeon_pool
98019,PC_ugL,8/12/2019,1.856,0.15,ug/L,1306-0037,sturgeon_pool
98020,PC_ugL,8/12/2019,12.089,0.1,ug/L,1306-0037,sturgeon_pool
98021,PC_ugL,8/12/2019,13.937,0.18,ug/L,1306-0037,sturgeon_pool
98022,PC_ugL,8/12/2019,10.143,0.06,ug/L,1306-0037,sturgeon_pool
98023,PC_ugL,8/12/2019,5.09,0.02,ug/L,1306-0037,sturgeon_pool
98024,PC_ugL,8/12/2019,5.134,0.03,ug/L,1306-0037,sturgeon_pool
98025,PC_ugL,8/12/2019,12.148,0.08,ug/L,1306-0037,sturgeon_pool
98026,PC_ugL,8/12/2019,1.473,0.15,ug/L,1306-0037,sturgeon_pool
98027,PC_ugL,8/12/2019,1.374,0.18,ug/L,1306-0037,sturgeon_pool
98028,PC_ugL,8/12/2019,12.928,0.14,ug/L,1306-0037,sturgeon_pool
98029,PC_ugL,8/12/2019,11.022,0.06,ug/L,1306-0037,sturgeon_pool
98030,PC_ugL,8/12/2019,10.169,0.05,ug/L,1306-0037,sturgeon_pool
98031,PC_ugL,8/12/2019,12.961,0.08,ug/L,1306-0037,sturgeon_pool
98032,PC_ugL,8/12/2019,13.838,0.1,ug/L,1306-0037,sturgeon_pool
98033,PC_ugL,8/12/2019,6.356,0.03,ug/L,1306-0037,sturgeon_pool
98034,PC_ugL,8/12/2019,7.884,0.05,ug/L,1306-0037,sturgeon_pool
98035,PC_ugL,8/12/2019,9.058,0.04,ug/L,1306-0037,sturgeon_pool
98036,PC_ugL,8/12/2019,12.026,0.08,ug/L,1306-0037,sturgeon_pool
98037,PC_ugL,8/12/2019,8.026,0.04,ug/L,1306-0037,sturgeon_pool
98038,PC_ugL,8/12/2019,7.026,0.04,ug/L,1306-0037,sturgeon_pool
98039,PC_ugL,9/3/2019,7.946,0.13,ug/L,1306-0037,sturgeon_pool
