,Characteristic.Name,SAMPLE_DATE,Depth,Result.Value,Result.Unit,SITE_PWL_ID,SITE_HISTORY_ID
98040,PC_ugL,9/3/2019,9.813,0.13,ug/L,1306-0037,sturgeon_pool
98041,PC_ugL,9/3/2019,0.736,0.22,ug/L,1306-0037,sturgeon_pool
98042,PC_ugL,9/3/2019,12.529,0.06,ug/L,1306-0037,sturgeon_pool
98043,PC_ugL,9/3/2019,4.261,0.15,ug/L,1306-0037,sturgeon_pool
98044,PC_ugL,8/12/2019,9.068,0.06,ug/L,1306-0037,sturgeon_pool
98045,PC_ugL,8/12/2019,13.788,0.1,ug/L,1306-0037,sturgeon_pool
98046,PC_ugL,8/12/2019,11.95,0.08,ug/L,1306-0037,sturgeon_pool
98047,PC_ugL,7/22/2019,14.3,0.1,ug/L,1306-0037,sturgeon_pool
98048,PC_ugL,7/22/2019,3.498,0.31,ug/L,1306-0037,sturgeon_pool
98049,PC_ugL,7/22/2019,5.395,0.11,ug/L,1306-0037,sturgeon_pool
98050,PC_ugL,7/22/2019,9.052,0.01,ug/L,1306-0037,sturgeon_pool
98051,PC_ugL,7/22/2019,12.779,0.02,ug/L,1306-0037,sturgeon_pool
98052,PC_ugL,8/12/2019,4.024,0.09,ug/L,1306-0037,sturgeon_pool
98053,PC_ugL,9/3/2019,6.203,0.13,ug/L,1306-0037,sturgeon_pool
98054,PC_ugL,8/12/2019,10.991,0.08,ug/L,1306-0037,sturgeon_pool
98055,PC_ugL,7/22/2019,13.699,0.09,ug/L,1306-0037,sturgeon_pool
98056,PC_ugL,7/22/2019,8.155,0.03,ug/L,1306-0037,sturgeon_pool
98057,PC_ugL,8/12/2019,1.133,0.2,ug/L,1306-0037,sturgeon_pool
98058,PC_ugL,8/12/2019,2.984,0.09,ug/L,1306-0037,sturgeon_pool
98059,PC_ugL,8/12/2019,4.017,0.07,ug/L,1306-0037,sturgeon_pool
98060,PC_ugL,9/3/2019,0.784,0.23,ug/L,1306-0037,sturgeon_pool
98061,PC_ugL,7/22/2019,11.857,0.03,ug/L,1306-0037,sturgeon_pool
98062,PC_ugL,8/12/2019,1.793,0.16,ug/L,1306-0037,sturgeon_pool
98063,PC_ugL,8/12/2019,1.279,0.22,ug/L,1306-0037,sturgeon_pool
98064,PC_ugL,8/12/2019,6.076,0,ug/L,1306-0037,sturgeon_pool
98065,PC_ugL,8/12/2019,11.01,0.06,ug/L,1306-0037,sturgeon_pool
98066,PC_ugL,8/12/2019,12.95,0.1,ug/L,1306-0037,sturgeon_pool
98067,PC_ugL,9/3/2019,14.769,0.12,ug/L,1306-0037,sturgeon_pool
98068,PC_ugL,7/22/2019,-0.141,0.98,ug/L,1306-0037,sturgeon_pool
98069,PC_ugL,7/22/2019,11.864,0.08,ug/L,1306-0037,sturgeon_pool
98070,PC_ugL,7/22/2019,12.77,0.02,ug/L,1306-0037,sturgeon_pool
98071,PC_ugL,7/22/2019,1.053,0.97,ug/L,1306-0037,sturgeon_pool
98072,PC_ugL,7/22/2019,6.284,0.13,ug/L,1306-0037,sturgeon_pool
98073,PC_ugL,8/12/2019,-0.023,0.1,ug/L,1306-0037,sturgeon_pool
98074,PC_ugL,8/12/2019,2.945,0.14,ug/L,1306-0037,sturgeon_pool
98075,PC_ugL,8/12/2019,0.975,0.17,ug/L,1306-0037,sturgeon_pool
98076,PC_ugL,8/12/2019,9.06,0.06,ug/L,1306-0037,sturgeon_pool
98077,PC_ugL,8/12/2019,11.027,0.07,ug/L,1306-0037,sturgeon_pool
98078,PC_ugL,8/12/2019,4.026,0.07,ug/L,1306-0037,sturgeon_pool
98079,PC_ugL,8/12/2019,11.018,0.07,ug/L,1306-0037,sturgeon_pool
98080,PC_ugL,8/12/2019,12.935,0.14,ug/L,1306-0037,sturgeon_pool
98081,PC_ugL,8/12/2019,7.012,0.01,ug/L,1306-0037,sturgeon_pool
98082,PC_ugL,8/12/2019,12.945,0.09,ug/L,1306-0037,sturgeon_pool
98083,PC_ugL,8/12/2019,6.353,0.05,ug/L,1306-0037,sturgeon_pool
98084,PC_ugL,8/12/2019,13.867,0.12,ug/L,1306-0037,sturgeon_pool
98085,PC_ugL,8/12/2019,-0.034,0.08,ug/L,1306-0037,sturgeon_pool
98086,PC_ugL,8/12/2019,12.158,0.09,ug/L,1306-0037,sturgeon_pool
98087,PC_ugL,8/12/2019,9.055,0.05,ug/L,1306-0037,sturgeon_pool
98088,PC_ugL,8/12/2019,12.942,0.11,ug/L,1306-0037,sturgeon_pool
98089,PC_ugL,8/12/2019,7.974,0.04,ug/L,1306-0037,sturgeon_pool
98090,PC_ugL,8/12/2019,7.046,0.05,ug/L,1306-0037,sturgeon_pool
98091,PC_ugL,9/3/2019,2.862,0.19,ug/L,1306-0037,sturgeon_pool
98092,PC_ugL,9/3/2019,13.671,0.15,ug/L,1306-0037,sturgeon_pool
98093,PC_ugL,9/3/2019,11.387,0.11,ug/L,1306-0037,sturgeon_pool
97874,PC_RFU,7/22/2019,13.633,0.09,,1306-0037,sturgeon_pool
97875,PC_RFU,7/22/2019,10.05,0.02,,1306-0037,sturgeon_pool
97876,PC_RFU,8/12/2019,9.058,0.05,,1306-0037,sturgeon_pool
97877,PC_RFU,8/12/2019,0.975,0.18,,1306-0037,sturgeon_pool
97878,PC_RFU,8/12/2019,10.143,0.07,,1306-0037,sturgeon_pool
97879,PC_RFU,8/12/2019,1.473,0.16,,1306-0037,sturgeon_pool
97880,PC_RFU,8/12/2019,1.133,0.21,,1306-0037,sturgeon_pool
97881,PC_RFU,8/12/2019,6.203,0.02,,1306-0037,sturgeon_pool
97882,PC_RFU,8/12/2019,-0.023,0.11,,1306-0037,sturgeon_pool
97883,PC_RFU,7/22/2019,11.857,0.04,,1306-0037,sturgeon_pool
97884,PC_RFU,7/22/2019,8.155,0.04,,1306-0037,sturgeon_pool
97885,PC_RFU,7/22/2019,14.3,0.11,,1306-0037,sturgeon_pool
97886,PC_RFU,7/22/2019,10.075,0.07,,1306-0037,sturgeon_pool
97887,PC_RFU,7/22/2019,12.756,0.07,,1306-0037,sturgeon_pool
97888,PC_RFU,7/22/2019,12.783,0.03,,1306-0037,sturgeon_pool
97889,PC_RFU,7/22/2019,8.155,0.05,,1306-0037,sturgeon_pool
97890,PC_RFU,7/22/2019,8.196,0.05,,1306-0037,sturgeon_pool
97891,PC_RFU,7/22/2019,6.284,0.14,,1306-0037,sturgeon_pool
97892,PC_RFU,7/22/2019,3.498,0.32,,1306-0037,sturgeon_pool
97893,PC_RFU,7/22/2019,9.047,0.02,,1306-0037,sturgeon_pool
97894,PC_RFU,7/22/2019,12.77,0.04,,1306-0037,sturgeon_pool
97895,PC_RFU,7/22/2019,14.287,0.14,,1306-0037,sturgeon_pool
97896,PC_RFU,7/22/2019,8.153,0.02,,1306-0037,sturgeon_pool
97897,PC_RFU,7/22/2019,12.764,0.05,,1306-0037,sturgeon_pool
97898,PC_RFU,7/22/2019,12.792,0.04,,1306-0037,sturgeon_pool
97899,PC_RFU,7/22/2019,13.699,0.11,,1306-0037,sturgeon_pool
97900,PC_RFU,7/22/2019,1.053,0.97,,1306-0037,sturgeon_pool
97901,PC_RFU,7/22/2019,7.262,0.1,,1306-0037,sturgeon_pool
97902,PC_RFU,7/22/2019,10.931,0.11,,1306-0037,sturgeon_pool
97903,PC_RFU,8/12/2019,6.356,0.04,,1306-0037,sturgeon_pool
97904,PC_RFU,8/12/2019,5.09,0.03,,1306-0037,sturgeon_pool
97905,PC_RFU,8/12/2019,-0.031,0.1,,1306-0037,sturgeon_pool
97906,PC_RFU,8/12/2019,12.945,0.1,,1306-0037,sturgeon_pool
97907,PC_RFU,8/12/2019,5.134,0.03,,1306-0037,sturgeon_pool
97908,PC_RFU,8/12/2019,13.708,0.14,,1306-0037,sturgeon_pool
97909,PC_RFU,8/12/2019,1.793,0.17,,1306-0037,sturgeon_pool
97910,PC_RFU,8/12/2019,11.018,0.08,,1306-0037,sturgeon_pool
97911,PC_RFU,8/12/2019,12.961,0.08,,1306-0037,sturgeon_pool
97912,PC_RFU,8/12/2019,4.026,0.08,,1306-0037,sturgeon_pool
97913,PC_RFU,8/12/2019,2.857,0.18,,1306-0037,sturgeon_pool
97914,PC_RFU,8/12/2019,9.055,0.06,,1306-0037,sturgeon_pool
97915,PC_RFU,8/12/2019,1.279,0.24,,1306-0037,sturgeon_pool
97916,PC_RFU,8/12/2019,9.078,0.04,,1306-0037,sturgeon_pool
97917,PC_RFU,8/12/2019,12.95,0.1,,1306-0037,sturgeon_pool
97918,PC_RFU,8/12/2019,10.169,0.06,,1306-0037,sturgeon_pool
97919,PC_RFU,8/12/2019,7.046,0.06,,1306-0037,sturgeon_pool
97920,PC_RFU,8/12/2019,7.026,0.05,,1306-0037,sturgeon_pool
97921,PC_RFU,8/12/2019,11.027,0.08,,1306-0037,sturgeon_pool
97922,PC_RFU,8/12/2019,2.984,0.09,,1306-0037,sturgeon_pool
97923,PC_RFU,8/12/2019,12.053,0.09,,1306-0037,sturgeon_pool
97924,PC_RFU,8/12/2019,12.942,0.12,,1306-0037,sturgeon_pool
97925,PC_RFU,8/12/2019,13.867,0.13,,1306-0037,sturgeon_pool
97926,PC_RFU,8/12/2019,1.529,0.14,,1306-0037,sturgeon_pool
97927,PC_RFU,8/12/2019,9.06,0.07,,1306-0037,sturgeon_pool
97928,PC_RFU,8/12/2019,12.958,0.09,,1306-0037,sturgeon_pool
97929,PC_RFU,8/12/2019,12.935,0.15,,1306-0037,sturgeon_pool
97930,PC_RFU,8/12/2019,10.188,0.07,,1306-0037,sturgeon_pool
97931,PC_RFU,8/12/2019,11.022,0.07,,1306-0037,sturgeon_pool
97932,PC_RFU,8/12/2019,10.991,0.09,,1306-0037,sturgeon_pool
97933,PC_RFU,9/3/2019,7.946,0.15,,1306-0037,sturgeon_pool
97934,PC_RFU,9/3/2019,11.387,0.12,,1306-0037,sturgeon_pool
97935,PC_RFU,9/3/2019,0.784,0.25,,1306-0037,sturgeon_pool
97936,PC_RFU,9/3/2019,14.357,0.06,,1306-0037,sturgeon_pool
97937,PC_RFU,9/3/2019,14.769,0.14,,1306-0037,sturgeon_pool
97938,PC_RFU,9/3/2019,12.529,0.08,,1306-0037,sturgeon_pool
97939,PC_RFU,9/3/2019,0.736,0.24,,1306-0037,sturgeon_pool
97940,PC_RFU,9/3/2019,4.261,0.16,,1306-0037,sturgeon_pool
97941,PC_RFU,9/3/2019,13.671,0.16,,1306-0037,sturgeon_pool
97942,PC_RFU,9/3/2019,9.37,0.15,,1306-0037,sturgeon_pool
97943,PC_RFU,8/12/2019,2.945,0.15,,1306-0037,sturgeon_pool
97944,PC_RFU,7/22/2019,9.05,0,,1306-0037,sturgeon_pool
97945,PC_RFU,8/12/2019,9.068,0.07,,1306-0037,sturgeon_pool
97946,PC_RFU,8/12/2019,13.788,0.11,,1306-0037,sturgeon_pool
97947,PC_RFU,8/12/2019,4.024,0.1,,1306-0037,sturgeon_pool
97948,PC_RFU,8/12/2019,1.374,0.19,,1306-0037,sturgeon_pool
97949,PC_RFU,8/12/2019,7.974,0.05,,1306-0037,sturgeon_pool
97950,PC_RFU,8/12/2019,12.089,0.11,,1306-0037,sturgeon_pool
97951,PC_RFU,8/12/2019,7.012,0.02,,1306-0037,sturgeon_pool
97952,PC_RFU,9/3/2019,9.813,0.14,,1306-0037,sturgeon_pool
97953,PC_RFU,9/3/2019,2.862,0.21,,1306-0037,sturgeon_pool
97954,PC_RFU,9/3/2019,6.203,0.15,,1306-0037,sturgeon_pool
97955,PC_RFU,7/22/2019,14.435,0.12,,1306-0037,sturgeon_pool
97956,PC_RFU,7/22/2019,5.395,0.13,,1306-0037,sturgeon_pool
97957,PC_RFU,7/22/2019,12.779,0.04,,1306-0037,sturgeon_pool
97958,PC_RFU,7/22/2019,11.864,0.09,,1306-0037,sturgeon_pool
97959,PC_RFU,7/22/2019,4.501,0.08,,1306-0037,sturgeon_pool
97960,PC_RFU,7/22/2019,3.495,0.11,,1306-0037,sturgeon_pool
97961,PC_RFU,7/22/2019,-0.139,0.98,,1306-0037,sturgeon_pool
97962,PC_RFU,7/22/2019,-0.141,0.98,,1306-0037,sturgeon_pool
97963,PC_RFU,7/22/2019,14.335,0.09,,1306-0037,sturgeon_pool
97964,PC_RFU,8/12/2019,8.026,0.05,,1306-0037,sturgeon_pool
97965,PC_RFU,8/12/2019,7.884,0.06,,1306-0037,sturgeon_pool
97966,PC_RFU,8/12/2019,6.076,0.01,,1306-0037,sturgeon_pool
97967,PC_RFU,8/12/2019,6.353,0.06,,1306-0037,sturgeon_pool
97968,PC_RFU,8/12/2019,12.026,0.09,,1306-0037,sturgeon_pool
97969,PC_RFU,8/12/2019,11.01,0.07,,1306-0037,sturgeon_pool
97970,PC_RFU,8/12/2019,1.856,0.16,,1306-0037,sturgeon_pool
97971,PC_RFU,8/12/2019,12.158,0.1,,1306-0037,sturgeon_pool
97972,PC_RFU,8/12/2019,11.95,0.09,,1306-0037,sturgeon_pool
97973,PC_RFU,8/12/2019,-0.034,0.09,,1306-0037,sturgeon_pool
97974,PC_RFU,8/12/2019,13.838,0.11,,1306-0037,sturgeon_pool
97975,PC_RFU,8/12/2019,12.11,0.12,,1306-0037,sturgeon_pool
97976,PC_RFU,8/12/2019,13.647,0.13,,1306-0037,sturgeon_pool
97977,PC_RFU,8/12/2019,4.017,0.08,,1306-0037,sturgeon_pool
97978,PC_RFU,8/12/2019,12.148,0.09,,1306-0037,sturgeon_pool
97979,PC_RFU,8/12/2019,13.937,0.2,,1306-0037,sturgeon_pool
97980,PC_RFU,8/12/2019,12.928,0.15,,1306-0037,sturgeon_pool
97981,PC_RFU,8/12/2019,10.959,0.09,,1306-0037,sturgeon_pool
97982,PC_RFU,7/22/2019,9.052,0.03,,1306-0037,sturgeon_pool
97983,PC_RFU,7/22/2019,2.505,0.71,,1306-0037,sturgeon_pool
97446,PH,9/7/2012,12.31,7.28,pH units,1306-0037,sturgeon_pool
97447,PH,8/12/2019,0.975,7.57,pH units,1306-0037,sturgeon_pool
97448,PH,9/7/2012,9.09,7.47,pH units,1306-0037,sturgeon_pool
97449,PH,8/12/2019,8.026,7.32,pH units,1306-0037,sturgeon_pool
97450,PH,7/16/2013,4.01,7.82,pH units,1306-0037,sturgeon_pool
97451,PH,8/12/2019,13.867,7,pH units,1306-0037,sturgeon_pool
97452,PH,6/18/2013,18.59,7.42,pH units,1306-0037,sturgeon_pool
97453,PH,7/22/2019,9.05,7.67,pH units,1306-0037,sturgeon_pool
97454,PH,6/18/2013,10.77,7.58,pH units,1306-0037,sturgeon_pool
97455,PH,7/22/2019,6.284,8.2,pH units,1306-0037,sturgeon_pool
97456,PH,7/16/2013,14.97,7.02,pH units,1306-0037,sturgeon_pool
97457,PH,8/12/2019,5.134,7.49,pH units,1306-0037,sturgeon_pool
97458,PH,8/13/2013,17,7.26,pH units,1306-0037,sturgeon_pool
97459,PH,6/18/2013,7.03,7.77,pH units,1306-0037,sturgeon_pool
97460,PH,8/12/2019,5.09,7.53,pH units,1306-0037,sturgeon_pool
97461,PH,7/22/2019,12.792,7.25,pH units,1306-0037,sturgeon_pool
97462,PH,6/18/2013,8.12,7.73,pH units,1306-0037,sturgeon_pool
97463,PH,9/11/2013,4.05,7.29,pH units,1306-0037,sturgeon_pool
97464,PH,9/7/2012,3.35,7.42,pH units,1306-0037,sturgeon_pool
97465,PH,8/12/2019,12.158,7.11,pH units,1306-0037,sturgeon_pool
97466,PH,8/12/2019,-0.023,7.55,pH units,1306-0037,sturgeon_pool
97467,PH,7/16/2013,16.08,6.99,pH units,1306-0037,sturgeon_pool
97468,PH,9/7/2012,0.23,7.93,pH units,1306-0037,sturgeon_pool
97469,PH,6/18/2013,,7.785,pH units,1306-0037,sturgeon_pool
97470,PH,9/11/2013,2.05,7.38,pH units,1306-0037,sturgeon_pool
97471,PH,7/16/2013,13.06,7.1,pH units,1306-0037,sturgeon_pool
97472,PH,9/7/2012,15.24,6.87,pH units,1306-0037,sturgeon_pool
97473,PH,8/12/2019,13.838,7,pH units,1306-0037,sturgeon_pool
97474,PH,7/22/2019,12.779,7.19,pH units,1306-0037,sturgeon_pool
97475,PH,9/11/2013,9.03,7.03,pH units,1306-0037,sturgeon_pool
97476,PH,8/12/2019,1.793,7.57,pH units,1306-0037,sturgeon_pool
97477,PH,6/18/2013,11.38,7.56,pH units,1306-0037,sturgeon_pool
97478,PH,6/18/2013,9.81,7.62,pH units,1306-0037,sturgeon_pool
97479,PH,8/12/2019,4.024,7.54,pH units,1306-0037,sturgeon_pool
97480,PH,7/16/2013,13.97,7.06,pH units,1306-0037,sturgeon_pool
97481,PH,9/11/2013,17.04,7.04,pH units,1306-0037,sturgeon_pool
97482,PH,8/12/2019,4.026,7.53,pH units,1306-0037,sturgeon_pool
97483,PH,8/12/2019,13.647,7.04,pH units,1306-0037,sturgeon_pool
97484,PH,8/12/2019,9.068,7.25,pH units,1306-0037,sturgeon_pool
97485,PH,7/16/2013,16.96,6.99,pH units,1306-0037,sturgeon_pool
97486,PH,7/16/2013,9.02,7.77,pH units,1306-0037,sturgeon_pool
97487,PH,8/12/2019,2.984,7.55,pH units,1306-0037,sturgeon_pool
97488,PH,8/12/2019,11.027,7.19,pH units,1306-0037,sturgeon_pool
97489,PH,9/7/2012,13.41,7.24,pH units,1306-0037,sturgeon_pool
97490,PH,7/16/2013,3.01,7.88,pH units,1306-0037,sturgeon_pool
97491,PH,6/18/2013,4.96,7.81,pH units,1306-0037,sturgeon_pool
97492,PH,8/12/2019,9.078,7.31,pH units,1306-0037,sturgeon_pool
97493,PH,8/13/2013,7,7.47,pH units,1306-0037,sturgeon_pool
97494,PH,8/12/2019,13.788,7.01,pH units,1306-0037,sturgeon_pool
97495,PH,9/3/2019,2.862,7.65,pH units,1306-0037,sturgeon_pool
97496,PH,8/12/2019,12.961,7.08,pH units,1306-0037,sturgeon_pool
97497,PH,7/22/2019,11.864,7.36,pH units,1306-0037,sturgeon_pool
97498,PH,8/12/2019,7.046,7.34,pH units,1306-0037,sturgeon_pool
97499,PH,8/12/2019,-0.034,7.56,pH units,1306-0037,sturgeon_pool
97500,PH,9/11/2013,,7.415,pH units,1306-0037,sturgeon_pool
97501,PH,9/3/2019,0.736,7.67,pH units,1306-0037,sturgeon_pool
97502,PH,9/3/2019,6.203,7.6,pH units,1306-0037,sturgeon_pool
97503,PH,7/16/2013,18.97,6.99,pH units,1306-0037,sturgeon_pool
97504,PH,8/12/2019,1.279,7.57,pH units,1306-0037,sturgeon_pool
97505,PH,8/12/2019,11.01,7.2,pH units,1306-0037,sturgeon_pool
97506,PH,6/18/2013,0.28,7.79,pH units,1306-0037,sturgeon_pool
97507,PH,7/22/2019,14.3,7.06,pH units,1306-0037,sturgeon_pool
97508,PH,9/7/2012,1.89,7.45,pH units,1306-0037,sturgeon_pool
97509,PH,7/16/2013,8,7.8,pH units,1306-0037,sturgeon_pool
97510,PH,7/16/2013,5.07,7.76,pH units,1306-0037,sturgeon_pool
97511,PH,8/12/2019,12.935,7.05,pH units,1306-0037,sturgeon_pool
97512,PH,7/16/2013,7.02,7.84,pH units,1306-0037,sturgeon_pool
97513,PH,8/12/2019,6.203,7.38,pH units,1306-0037,sturgeon_pool
97514,PH,8/12/2019,1.473,7.56,pH units,1306-0037,sturgeon_pool
97515,PH,8/13/2013,15,7.51,pH units,1306-0037,sturgeon_pool
97516,PH,9/3/2019,11.387,7.46,pH units,1306-0037,sturgeon_pool
97517,PH,9/7/2012,5.12,7.4,pH units,1306-0037,sturgeon_pool
97518,PH,7/22/2019,10.05,7.64,pH units,1306-0037,sturgeon_pool
97519,PH,7/16/2013,,8.19,pH units,1306-0037,sturgeon_pool
97520,PH,9/3/2019,14.769,7.22,pH units,1306-0037,sturgeon_pool
97521,PH,8/13/2013,2,7.54,pH units,1306-0037,sturgeon_pool
97522,PH,9/7/2012,17.13,6.84,pH units,1306-0037,sturgeon_pool
97523,PH,9/11/2013,8,6.96,pH units,1306-0037,sturgeon_pool
97524,PH,8/12/2019,13.937,6.98,pH units,1306-0037,sturgeon_pool
97525,PH,6/18/2013,11.4,7.56,pH units,1306-0037,sturgeon_pool
97526,PH,6/18/2013,3,7.78,pH units,1306-0037,sturgeon_pool
97527,PH,7/22/2019,14.287,7.05,pH units,1306-0037,sturgeon_pool
97528,PH,7/22/2019,3.495,8.06,pH units,1306-0037,sturgeon_pool
97529,PH,8/12/2019,11.95,7.18,pH units,1306-0037,sturgeon_pool
97530,PH,8/12/2019,1.856,7.57,pH units,1306-0037,sturgeon_pool
97531,PH,8/12/2019,2.945,7.56,pH units,1306-0037,sturgeon_pool
97532,PH,7/22/2019,7.262,8.08,pH units,1306-0037,sturgeon_pool
97533,PH,7/16/2013,1.03,8.19,pH units,1306-0037,sturgeon_pool
97534,PH,8/12/2019,9.058,7.25,pH units,1306-0037,sturgeon_pool
97535,PH,7/16/2013,18.07,6.99,pH units,1306-0037,sturgeon_pool
97536,PH,8/12/2019,12.026,7.09,pH units,1306-0037,sturgeon_pool
97537,PH,9/3/2019,7.946,7.59,pH units,1306-0037,sturgeon_pool
97538,PH,9/3/2019,13.671,7.18,pH units,1306-0037,sturgeon_pool
97539,PH,8/13/2013,19,7.24,pH units,1306-0037,sturgeon_pool
97540,PH,7/16/2013,11,7.69,pH units,1306-0037,sturgeon_pool
97541,PH,9/11/2013,10.03,7,pH units,1306-0037,sturgeon_pool
97542,PH,9/11/2013,0.98,7.41,pH units,1306-0037,sturgeon_pool
97543,PH,8/12/2019,12.11,7.09,pH units,1306-0037,sturgeon_pool
97544,PH,6/18/2013,0.37,7.8,pH units,1306-0037,sturgeon_pool
97545,PH,8/12/2019,12.95,7.05,pH units,1306-0037,sturgeon_pool
97546,PH,6/18/2013,2,7.78,pH units,1306-0037,sturgeon_pool
97547,PH,9/3/2019,14.357,7.28,pH units,1306-0037,sturgeon_pool
97548,PH,8/12/2019,10.959,7.22,pH units,1306-0037,sturgeon_pool
97549,PH,8/12/2019,11.018,7.19,pH units,1306-0037,sturgeon_pool
97550,PH,8/12/2019,7.884,7.33,pH units,1306-0037,sturgeon_pool
97551,PH,6/18/2013,14.54,7.53,pH units,1306-0037,sturgeon_pool
97552,PH,9/3/2019,9.37,7.59,pH units,1306-0037,sturgeon_pool
97553,PH,8/12/2019,9.055,7.29,pH units,1306-0037,sturgeon_pool
97554,PH,7/16/2013,10,7.77,pH units,1306-0037,sturgeon_pool
97555,PH,9/11/2013,6.98,6.96,pH units,1306-0037,sturgeon_pool
97556,PH,7/22/2019,-0.139,8.92,pH units,1306-0037,sturgeon_pool
97557,PH,8/12/2019,10.169,7.23,pH units,1306-0037,sturgeon_pool
97558,PH,8/12/2019,2.857,7.57,pH units,1306-0037,sturgeon_pool
97559,PH,8/13/2013,1,7.54,pH units,1306-0037,sturgeon_pool
97560,PH,9/11/2013,12,7.03,pH units,1306-0037,sturgeon_pool
97561,PH,9/3/2019,9.813,7.57,pH units,1306-0037,sturgeon_pool
97562,PH,8/13/2013,14,7.43,pH units,1306-0037,sturgeon_pool
97563,PH,7/22/2019,13.699,7.12,pH units,1306-0037,sturgeon_pool
97564,PH,7/22/2019,-0.141,8.92,pH units,1306-0037,sturgeon_pool
97565,PH,7/22/2019,10.931,7.4,pH units,1306-0037,sturgeon_pool
97566,PH,9/3/2019,12.529,7.45,pH units,1306-0037,sturgeon_pool
97567,PH,8/12/2019,4.017,7.55,pH units,1306-0037,sturgeon_pool
97568,PH,7/22/2019,8.196,7.87,pH units,1306-0037,sturgeon_pool
97569,PH,7/22/2019,9.052,7.72,pH units,1306-0037,sturgeon_pool
97570,PH,8/12/2019,10.143,7.22,pH units,1306-0037,sturgeon_pool
97571,PH,8/12/2019,1.133,7.57,pH units,1306-0037,sturgeon_pool
97572,PH,9/3/2019,0.784,7.67,pH units,1306-0037,sturgeon_pool
97573,PH,8/12/2019,12.928,7.04,pH units,1306-0037,sturgeon_pool
97574,PH,6/18/2013,1.13,7.77,pH units,1306-0037,sturgeon_pool
97575,PH,8/13/2013,9,7.45,pH units,1306-0037,sturgeon_pool
97576,PH,8/12/2019,6.353,7.45,pH units,1306-0037,sturgeon_pool
97577,PH,8/13/2013,13,7.47,pH units,1306-0037,sturgeon_pool
97578,PH,8/12/2019,1.529,7.56,pH units,1306-0037,sturgeon_pool
97579,PH,6/18/2013,12.5,7.54,pH units,1306-0037,sturgeon_pool
97580,PH,8/12/2019,7.974,7.32,pH units,1306-0037,sturgeon_pool
97581,PH,8/12/2019,11.022,7.19,pH units,1306-0037,sturgeon_pool
97582,PH,9/7/2012,11.17,7.3,pH units,1306-0037,sturgeon_pool
97583,PH,7/16/2013,5.92,7.84,pH units,1306-0037,sturgeon_pool
97584,PH,8/13/2013,11,7.44,pH units,1306-0037,sturgeon_pool
97585,PH,9/7/2012,14.04,6.88,pH units,1306-0037,sturgeon_pool
97586,PH,7/16/2013,12.01,7.27,pH units,1306-0037,sturgeon_pool
97587,PH,8/13/2013,12,7.77,pH units,1306-0037,sturgeon_pool
97588,PH,9/11/2013,0.07,7.42,pH units,1306-0037,sturgeon_pool
97589,PH,8/13/2013,16,7.37,pH units,1306-0037,sturgeon_pool
97590,PH,7/22/2019,10.075,7.6,pH units,1306-0037,sturgeon_pool
97591,PH,7/22/2019,12.77,7.17,pH units,1306-0037,sturgeon_pool
97592,PH,7/22/2019,5.395,8.23,pH units,1306-0037,sturgeon_pool
97593,PH,9/11/2013,14.03,7,pH units,1306-0037,sturgeon_pool
97594,PH,8/13/2013,5,7.43,pH units,1306-0037,sturgeon_pool
97595,PH,9/11/2013,16.02,7.06,pH units,1306-0037,sturgeon_pool
97596,PH,9/11/2013,6.01,7,pH units,1306-0037,sturgeon_pool
97597,PH,8/12/2019,-0.031,7.56,pH units,1306-0037,sturgeon_pool
97598,PH,6/18/2013,13.35,7.54,pH units,1306-0037,sturgeon_pool
97599,PH,8/12/2019,10.991,7.21,pH units,1306-0037,sturgeon_pool
97600,PH,6/18/2013,15.48,7.5,pH units,1306-0037,sturgeon_pool
97601,PH,8/12/2019,12.945,7.05,pH units,1306-0037,sturgeon_pool
97602,PH,8/12/2019,12.148,7.14,pH units,1306-0037,sturgeon_pool
97603,PH,7/22/2019,8.153,7.9,pH units,1306-0037,sturgeon_pool
97604,PH,7/22/2019,8.155,7.92,pH units,1306-0037,sturgeon_pool
97605,PH,7/22/2019,12.764,7.15,pH units,1306-0037,sturgeon_pool
97606,PH,9/11/2013,5.05,7.08,pH units,1306-0037,sturgeon_pool
97607,PH,7/22/2019,14.435,7.1,pH units,1306-0037,sturgeon_pool
97608,PH,8/12/2019,7.026,7.35,pH units,1306-0037,sturgeon_pool
97609,PH,8/13/2013,3,7.4,pH units,1306-0037,sturgeon_pool
97610,PH,9/7/2012,16.37,6.85,pH units,1306-0037,sturgeon_pool
97611,PH,8/13/2013,21,7.15,pH units,1306-0037,sturgeon_pool
97612,PH,8/12/2019,6.356,7.41,pH units,1306-0037,sturgeon_pool
97613,PH,8/13/2013,0,7.67,pH units,1306-0037,sturgeon_pool
97614,PH,8/12/2019,6.076,7.37,pH units,1306-0037,sturgeon_pool
97615,PH,8/12/2019,9.06,7.27,pH units,1306-0037,sturgeon_pool
97616,PH,8/12/2019,12.089,7.08,pH units,1306-0037,sturgeon_pool
97617,PH,9/7/2012,8.18,7.46,pH units,1306-0037,sturgeon_pool
97618,PH,6/18/2013,16.38,7.49,pH units,1306-0037,sturgeon_pool
97619,PH,7/22/2019,14.335,7.08,pH units,1306-0037,sturgeon_pool
97620,PH,9/11/2013,14.94,7.01,pH units,1306-0037,sturgeon_pool
97621,PH,9/3/2019,4.261,7.63,pH units,1306-0037,sturgeon_pool
