SAMPLE_EVENT_INFO_HISTORY_ID,EVENT_SMAS_ID,SITE_ID,Date,SEIH_YSI_METER_ID,PARAMETER_NAME,PCODE,RESULT,unit,QLFR_NOTE,VALIDATOR_QUAL,VALIDATOR_QUAL_REASON,VALIDATION_DATE
12579,07-CANA-3.5_20060726,07-CANA-3.5,7/26/2006,,TEMPERATURE,U00010,25,deg C,,,,
12580,07-CANA-3.5_20060726,07-CANA-3.5,7/26/2006,,CONDUCTANCE,U00094,593,uS/cm,,,,
12581,07-CANA-3.5_20060726,07-CANA-3.5,7/26/2006,,DISSOLVED_OXYGEN,U00300,7.1,mg/L,,,,
12582,07-CANA-3.5_20060726,07-CANA-3.5,7/26/2006,,PH,U00400,8,std units,,,,
12583,07-CANA-21.6_20050726,07-CANA-21.6,7/26/2005,,TEMPERATURE,U00010,27,deg C,,,,
12584,07-CANA-21.6_20050726,07-CANA-21.6,7/26/2005,,CONDUCTANCE,U00094,436,uS/cm,,,,
12585,07-CANA-21.6_20050726,07-CANA-21.6,7/26/2005,,DISSOLVED_OXYGEN,U00300,11.8,mg/L,,,,
12586,07-CANA-21.6_20050726,07-CANA-21.6,7/26/2005,,PH,U00400,8.5,std units,,,,
12587,07-CANA-23.9_19890802,07-CANA-23.9,8/2/1989,,TEMPERATURE,U00010,25.5,deg C,,,,
12588,07-CANA-23.9_19890802,07-CANA-23.9,8/2/1989,,DISSOLVED_OXYGEN,U00300,11.8,mg/L,,,,
12589,07-CANA-23.9_20050726,07-CANA-23.9,7/26/2005,,TEMPERATURE,U00010,25.6,deg C,,,,
12590,07-CANA-23.9_20050726,07-CANA-23.9,7/26/2005,,CONDUCTANCE,U00094,428,uS/cm,,,,
12591,07-CANA-23.9_20050726,07-CANA-23.9,7/26/2005,,DISSOLVED_OXYGEN,U00300,9.8,mg/L,,,,
12592,07-CANA-23.9_20050726,07-CANA-23.9,7/26/2005,,PH,U00400,8.5,std units,,,,
12593,07-CANA-23.9_20160712,07-CANA-23.9,7/12/2016,,TEMPERATURE,U00010,22.2,deg C,,,,
12594,07-CANA-23.9_20160712,07-CANA-23.9,7/12/2016,,CONDUCTANCE,U00094,466,uS/cm,,,,
12595,07-CANA-23.9_20160712,07-CANA-23.9,7/12/2016,,DISSOLVED_OXYGEN,U00300,11.3,mg/L,,,,
12596,07-CANA-23.9_20160712,07-CANA-23.9,7/12/2016,,PH,U00400,8.3,std units,,,,
12597,07-CANA-23.9_20160712,07-CANA-23.9,7/12/2016,,PCT_SATURATION,U00301,129,%,,,,
12598,07-CANA-23.9_20160712,07-CANA-23.9,7/12/2016,,SALINITY,U00480,0.22,ppt,,,,
12599,07-CANA-26.8_19800827,07-CANA-26.8,8/27/1980,,TEMPERATURE,U00010,20,deg C,,,,
12600,07-CANA-26.8_19800827,07-CANA-26.8,8/27/1980,,CONDUCTANCE,U00094,900,uS/cm,,,,
12601,07-CANA-26.8_19800827,07-CANA-26.8,8/27/1980,,DISSOLVED_OXYGEN,U00300,3.7,mg/L,,,,
12602,07-CANA-26.8_20050726,07-CANA-26.8,7/26/2005,,TEMPERATURE,U00010,27,deg C,,,,
12603,07-CANA-26.8_20050726,07-CANA-26.8,7/26/2005,,CONDUCTANCE,U00094,420,uS/cm,,,,
12604,07-CANA-26.8_20050726,07-CANA-26.8,7/26/2005,,DISSOLVED_OXYGEN,U00300,8.8,mg/L,,,,
12605,07-CANA-26.8_20050726,07-CANA-26.8,7/26/2005,,PH,U00400,8.2,std units,,,,
12606,07-CANA-26.8_20110831,07-CANA-26.8,8/31/2011,,TEMPERATURE,U00010,23.59,deg C,,,,
12607,07-CANA-26.8_20110831,07-CANA-26.8,8/31/2011,,CONDUCTANCE,U00094,478,uS/cm,,,,
12608,07-CANA-26.8_20110831,07-CANA-26.8,8/31/2011,,DISSOLVED_OXYGEN,U00300,9.6,mg/L,,,,
12609,07-CANA-26.8_20110831,07-CANA-26.8,8/31/2011,,PH,U00400,8.95,std units,,,,
12610,07-CANA-26.8_20110831,07-CANA-26.8,8/31/2011,,PCT_SATURATION,U00301,114,%,,,,
12611,07-CANA-26.8_20110831,07-CANA-26.8,8/31/2011,,SALINITY,U00480,0.23,ppt,,,,
12612,07-CANA-31.2_20050726,07-CANA-31.2,7/26/2005,,TEMPERATURE,U00010,26.5,deg C,,,,
12613,07-CANA-31.2_20050726,07-CANA-31.2,7/26/2005,,CONDUCTANCE,U00094,388,uS/cm,,,,
12614,07-CANA-31.2_20050726,07-CANA-31.2,7/26/2005,,DISSOLVED_OXYGEN,U00300,7.5,mg/L,,,,
12615,07-CANA-31.2_20050726,07-CANA-31.2,7/26/2005,,PH,U00400,7.68,std units,,,,
12616,07-CANA-32.8_19800827,07-CANA-32.8,8/27/1980,,TEMPERATURE,U00010,22,deg C,,,,
12617,07-CANA-32.8_19800827,07-CANA-32.8,8/27/1980,,CONDUCTANCE,U00094,800,uS/cm,,,,
12618,07-CANA-32.8_19800827,07-CANA-32.8,8/27/1980,,DISSOLVED_OXYGEN,U00300,5.9,mg/L,,,,
12619,07-CANA-32.8_19890815,07-CANA-32.8,8/15/1989,,TEMPERATURE,U00010,25,deg C,,,,
12620,07-CANA-32.8_19890815,07-CANA-32.8,8/15/1989,,CONDUCTANCE,U00094,750,uS/cm,,,,
12621,07-CANA-32.8_19890815,07-CANA-32.8,8/15/1989,,DISSOLVED_OXYGEN,U00300,14.8,mg/L,,,,
12622,07-CANA-32.8_20010821,07-CANA-32.8,8/21/2001,,TEMPERATURE,U00010,23.2,deg C,,,,
12623,07-CANA-32.8_20010821,07-CANA-32.8,8/21/2001,,CONDUCTANCE,U00094,444,uS/cm,,,,
12624,07-CANA-32.8_20010821,07-CANA-32.8,8/21/2001,,DISSOLVED_OXYGEN,U00300,8.2,mg/L,,,,
12625,07-CANA-32.8_20010821,07-CANA-32.8,8/21/2001,,PH,U00400,7.4,std units,,,,
12626,07-CANA-32.8_20050726,07-CANA-32.8,7/26/2005,,TEMPERATURE,U00010,25.8,deg C,,,,
12627,07-CANA-32.8_20050726,07-CANA-32.8,7/26/2005,,CONDUCTANCE,U00094,428,uS/cm,,,,
12628,07-CANA-32.8_20050726,07-CANA-32.8,7/26/2005,,DISSOLVED_OXYGEN,U00300,9.08,mg/L,,,,
12629,07-CANA-32.8_20050726,07-CANA-32.8,7/26/2005,,PH,U00400,8.05,std units,,,,
12630,07-CANA-32.8_20060725,07-CANA-32.8,7/25/2006,,TEMPERATURE,U00010,26.3,deg C,,,,
12631,07-CANA-32.8_20060725,07-CANA-32.8,7/25/2006,,CONDUCTANCE,U00094,356,uS/cm,,,,
12632,07-CANA-32.8_20060725,07-CANA-32.8,7/25/2006,,DISSOLVED_OXYGEN,U00300,10.2,mg/L,,,,
12633,07-CANA-32.8_20060725,07-CANA-32.8,7/25/2006,,PH,U00400,8.2,std units,,,,
12634,07-CANA-32.8_20110831,07-CANA-32.8,8/31/2011,,TEMPERATURE,U00010,22.48,deg C,,,,
12635,07-CANA-32.8_20110831,07-CANA-32.8,8/31/2011,,CONDUCTANCE,U00094,495,uS/cm,,,,
12636,07-CANA-32.8_20110831,07-CANA-32.8,8/31/2011,,DISSOLVED_OXYGEN,U00300,9.39,mg/L,,,,
12637,07-CANA-32.8_20110831,07-CANA-32.8,8/31/2011,,PH,U00400,8.31,std units,,,,
12638,07-CANA-32.8_20110831,07-CANA-32.8,8/31/2011,,PCT_SATURATION,U00301,108.8,%,,,,
12639,07-CANA-32.8_20110831,07-CANA-32.8,8/31/2011,,SALINITY,U00480,0.24,ppt,,,,
12640,07-CANA-32.8_20160712,07-CANA-32.8,7/12/2016,,TEMPERATURE,U00010,24.07,deg C,,,,
12641,07-CANA-32.8_20160712,07-CANA-32.8,7/12/2016,,CONDUCTANCE,U00094,536,uS/cm,,,,
12642,07-CANA-32.8_20160712,07-CANA-32.8,7/12/2016,,DISSOLVED_OXYGEN,U00300,9.08,mg/L,,,,
12643,07-CANA-32.8_20160712,07-CANA-32.8,7/12/2016,,PH,U00400,8.14,std units,,,,
12644,07-CANA-32.8_20160712,07-CANA-32.8,7/12/2016,,PCT_SATURATION,U00301,108,%,,,,
12645,07-CANA-32.8_20160712,07-CANA-32.8,7/12/2016,,SALINITY,U00480,0.26,ppt,,,,
12646,07-CANA-33.5_20050726,07-CANA-33.5,7/26/2005,,TEMPERATURE,U00010,26.1,deg C,,,,
12647,07-CANA-33.5_20050726,07-CANA-33.5,7/26/2005,,CONDUCTANCE,U00094,342,uS/cm,,,,
12648,07-CANA-33.5_20050726,07-CANA-33.5,7/26/2005,,DISSOLVED_OXYGEN,U00300,9.57,mg/L,,,,
12649,07-CANA-33.5_20050726,07-CANA-33.5,7/26/2005,,PH,U00400,8.31,std units,,,,
12650,07-CARP-2.1_20010912,07-CARP-2.1,9/12/2001,,TEMPERATURE,U00010,16.19,deg C,,,,
12651,07-CARP-2.1_20010912,07-CARP-2.1,9/12/2001,,CONDUCTANCE,U00094,1675,uS/cm,,,,
12652,07-CARP-2.1_20010912,07-CARP-2.1,9/12/2001,,DISSOLVED_OXYGEN,U00300,8.46,mg/L,,,,
12653,07-CARP-2.1_20010912,07-CARP-2.1,9/12/2001,,PH,U00400,8.01,std units,,,,
12654,07-CASC-0.8_19840620,07-CASC-0.8,6/20/1984,,TEMPERATURE,U00010,22,deg C,,,,
12655,07-CASC-0.8_19840620,07-CASC-0.8,6/20/1984,,CONDUCTANCE,U00094,300,uS/cm,,,,
12656,07-CASC-0.8_19840620,07-CASC-0.8,6/20/1984,,DISSOLVED_OXYGEN,U00300,9.3,mg/L,,,,
12657,07-CASC-0.8_20010912,07-CASC-0.8,9/12/2001,,TEMPERATURE,U00010,20.8,deg C,,,,
12658,07-CASC-0.8_20010912,07-CASC-0.8,9/12/2001,,CONDUCTANCE,U00094,584,uS/cm,,,,
12659,07-CASC-0.8_20010912,07-CASC-0.8,9/12/2001,,DISSOLVED_OXYGEN,U00300,10.3,mg/L,,,,
12660,07-CASC-0.8_20010912,07-CASC-0.8,9/12/2001,,PH,U00400,8,std units,,,,
12661,07-CASC-0.8_20060725,07-CASC-0.8,7/25/2006,,TEMPERATURE,U00010,23,deg C,,,,
12662,07-CASC-0.8_20060725,07-CASC-0.8,7/25/2006,,CONDUCTANCE,U00094,481,uS/cm,,,,
12663,07-CASC-0.8_20060725,07-CASC-0.8,7/25/2006,,DISSOLVED_OXYGEN,U00300,9.3,mg/L,,,,
12664,07-CASC-0.8_20060725,07-CASC-0.8,7/25/2006,,PH,U00400,8,std units,,,,
12665,07-CASC-0.8_20060725,07-CASC-0.8,7/25/2006,,SALINITY,U00480,0.24,ppt,,,,
12666,07-CASC-0.8_20110901,07-CASC-0.8,9/1/2011,,TEMPERATURE,U00010,22.44,deg C,,,,
12667,07-CASC-0.8_20110901,07-CASC-0.8,9/1/2011,,CONDUCTANCE,U00094,570,uS/cm,,,,
12668,07-CASC-0.8_20110901,07-CASC-0.8,9/1/2011,,DISSOLVED_OXYGEN,U00300,8.3,mg/L,,,,
12669,07-CASC-0.8_20110901,07-CASC-0.8,9/1/2011,,PH,U00400,8.93,std units,,,,
12670,07-CASC-0.8_20110901,07-CASC-0.8,9/1/2011,,PCT_SATURATION,U00301,96,%,,,,
12671,07-CASC-0.8_20110901,07-CASC-0.8,9/1/2011,,SALINITY,U00480,0.28,ppt,,,,
12672,07-CATH-0.1_19960717,07-CATH-0.1,7/17/1996,,TEMPERATURE,U00010,24.2,deg C,,,,
12673,07-CATH-0.1_19960717,07-CATH-0.1,7/17/1996,,CONDUCTANCE,U00094,486,uS/cm,,,,
12674,07-CATH-0.1_19960717,07-CATH-0.1,7/17/1996,,DISSOLVED_OXYGEN,U00300,7.3,mg/L,,,,
12675,07-CATH-0.1_19960717,07-CATH-0.1,7/17/1996,,PH,U00400,8.5,std units,,,,
12676,07-CATH-0.1_20010823,07-CATH-0.1,8/23/2001,,TEMPERATURE,U00010,18.4,deg C,,,,
12677,07-CATH-0.1_20010823,07-CATH-0.1,8/23/2001,,CONDUCTANCE,U00094,618,uS/cm,,,,
12678,07-CATH-0.1_20010823,07-CATH-0.1,8/23/2001,,DISSOLVED_OXYGEN,U00300,9.5,mg/L,,,,
12679,07-CATH-0.1_20010823,07-CATH-0.1,8/23/2001,,PH,U00400,7.8,std units,,,,
12680,07-CATH-0.1_20060725,07-CATH-0.1,7/25/2006,,TEMPERATURE,U00010,21.83,deg C,,,,
12681,07-CATH-0.1_20060725,07-CATH-0.1,7/25/2006,,CONDUCTANCE,U00094,482,uS/cm,,,,
12682,07-CATH-0.1_20060725,07-CATH-0.1,7/25/2006,,DISSOLVED_OXYGEN,U00300,10.86,mg/L,,,,
12683,07-CATH-0.1_20060725,07-CATH-0.1,7/25/2006,,PH,U00400,7.59,std units,,,,
12684,07-CATH-0.1_20060725,07-CATH-0.1,7/25/2006,,SALINITY,U00480,0.23,ppt,,,,
12685,07-CATH-0.6_20190620,07-CATH-0.6,6/20/2019,,TEMPERATURE,U00010,18.8,deg C,,,,
12686,07-CATH-0.6_20190620,07-CATH-0.6,6/20/2019,,CONDUCTANCE,U00094,442.6,uS/cm,,,,
12687,07-CATH-0.6_20190620,07-CATH-0.6,6/20/2019,,DISSOLVED_OXYGEN,U00300,8.92,mg/L,,,,
12688,07-CATH-0.6_20190620,07-CATH-0.6,6/20/2019,,PH,U00400,8.11,std units,,,,
12689,07-CATH-0.6_20190620,07-CATH-0.6,6/20/2019,,PCT_SATURATION,U00301,95.9,%,,,,
12690,07-CATH-0.6_20190620,07-CATH-0.6,6/20/2019,,SALINITY,U00480,0.21,ppt,,,,
12691,07-CATH-0.6_20190620,07-CATH-0.6,6/20/2019,,Chl_ugL,U32316,2.31,ug/L,,,,
12692,07-CATH-0.6_20190620,07-CATH-0.6,6/20/2019,,Chl_RFU,U32315,0.62,RFU,,,,
12693,07-CATH-0.6_20190620,07-CATH-0.6,6/20/2019,,PC_ugL,U32319,0.07,ug/L,,,,
12694,07-CATH-0.6_20190620,07-CATH-0.6,6/20/2019,,PC_RFU,U32321,0.11,RFU,,,,
12695,07-CATH-0.6_20190718,07-CATH-0.6,7/18/2019,,TEMPERATURE,U00010,21.3,deg C,,,,
12696,07-CATH-0.6_20190718,07-CATH-0.6,7/18/2019,,CONDUCTANCE,U00094,571,uS/cm,,,,
12697,07-CATH-0.6_20190718,07-CATH-0.6,7/18/2019,,DISSOLVED_OXYGEN,U00300,8.7,mg/L,,,,
12698,07-CATH-0.6_20190718,07-CATH-0.6,7/18/2019,,PH,U00400,8.19,std units,,,,
12699,07-CATH-0.6_20190718,07-CATH-0.6,7/18/2019,,PCT_SATURATION,U00301,98.3,%,,,,
12700,07-CATH-0.6_20190718,07-CATH-0.6,7/18/2019,,SALINITY,U00480,0.28,ppt,,,,
12701,07-CATH-0.6_20190718,07-CATH-0.6,7/18/2019,,Chl_ugL,U32316,1.19,ug/L,,,,
12702,07-CATH-0.6_20190718,07-CATH-0.6,7/18/2019,,Chl_RFU,U32315,0.29,RFU,,,,
12703,07-CATH-0.6_20190718,07-CATH-0.6,7/18/2019,,PC_ugL,U32319,0.03,ug/L,,,,
12704,07-CATH-0.6_20190718,07-CATH-0.6,7/18/2019,,PC_RFU,U32321,0.1,RFU,,,,
12705,07-CATH-0.6_20190815,07-CATH-0.6,8/15/2019,,TEMPERATURE,U00010,22.8,deg C,,,,
12706,07-CATH-0.6_20190815,07-CATH-0.6,8/15/2019,,CONDUCTANCE,U00094,561,uS/cm,,,,
12707,07-CATH-0.6_20190815,07-CATH-0.6,8/15/2019,,DISSOLVED_OXYGEN,U00300,10.19,mg/L,,,,
12708,07-CATH-0.6_20190815,07-CATH-0.6,8/15/2019,,PH,U00400,8.47,std units,,,,
12709,07-CATH-0.6_20190815,07-CATH-0.6,8/15/2019,,PCT_SATURATION,U00301,118.6,%,,,,
12710,07-CATH-0.6_20190815,07-CATH-0.6,8/15/2019,,SALINITY,U00480,0.27,ppt,,,,
12711,07-CATH-0.6_20190815,07-CATH-0.6,8/15/2019,,Chl_ugL,U32316,1.49,ug/L,,,,
12712,07-CATH-0.6_20190815,07-CATH-0.6,8/15/2019,,Chl_RFU,U32315,0.46,RFU,,,,
12713,07-CATH-0.6_20190815,07-CATH-0.6,8/15/2019,,PC_ugL,U32319,0.04,ug/L,,,,
12714,07-CATH-0.6_20190815,07-CATH-0.6,8/15/2019,,PC_RFU,U32321,0.04,RFU,,,,
12715,07-CAYG-1.1_19900713,07-CAYG-1.1,7/13/1990,,TEMPERATURE,U00010,22,deg C,,,,
12716,07-CAYG-1.1_19900713,07-CAYG-1.1,7/13/1990,,CONDUCTANCE,U00094,700,uS/cm,,,,
12717,07-CAYG-1.1_19900713,07-CAYG-1.1,7/13/1990,,DISSOLVED_OXYGEN,U00300,8.8,mg/L,,,,
12718,07-CAYG-1.1_20070830,07-CAYG-1.1,8/30/2007,,TEMPERATURE,U00010,21.2,deg C,,,,
12719,07-CAYG-1.1_20070830,07-CAYG-1.1,8/30/2007,,CONDUCTANCE,U00094,498,uS/cm,,,,
12720,07-CAYG-1.1_20070830,07-CAYG-1.1,8/30/2007,,DISSOLVED_OXYGEN,U00300,8.6,mg/L,,,,
12721,07-CAYG-1.1_20070830,07-CAYG-1.1,8/30/2007,,PH,U00400,7.8,std units,,,,
12722,07-CAYG-1.1_20160713,07-CAYG-1.1,7/13/2016,,TEMPERATURE,U00010,21.9,deg C,,,,
12723,07-CAYG-1.1_20160713,07-CAYG-1.1,7/13/2016,,CONDUCTANCE,U00094,510,uS/cm,,,,
12724,07-CAYG-1.1_20160713,07-CAYG-1.1,7/13/2016,,DISSOLVED_OXYGEN,U00300,8,mg/L,,,,
12725,07-CAYG-1.1_20160713,07-CAYG-1.1,7/13/2016,,PH,U00400,7.9,std units,,,,
12726,07-CAYG-1.1_20160713,07-CAYG-1.1,7/13/2016,,PCT_SATURATION,U00301,92,%,,,,
12727,07-CAYG-1.1_20160713,07-CAYG-1.1,7/13/2016,,SALINITY,U00480,0.3,ppt,,,,
12728,07-CAYG-1.1_20180731,07-CAYG-1.1,7/31/2018,,TEMPERATURE,U00010,21.6,deg C,,,,
12729,07-CAYG-1.1_20180731,07-CAYG-1.1,7/31/2018,,CONDUCTANCE,U00094,472,uS/cm,,,,
12730,07-CAYG-1.1_20180731,07-CAYG-1.1,7/31/2018,,DISSOLVED_OXYGEN,U00300,8.9,mg/L,,,,
12731,07-CAYG-1.1_20180731,07-CAYG-1.1,7/31/2018,,PH,U00400,8.19,std units,,,,
12732,07-CAYG-1.1_20180731,07-CAYG-1.1,7/31/2018,,PCT_SATURATION,U00301,102,%,,,,
12733,07-CAYG-1.1_20180731,07-CAYG-1.1,7/31/2018,,SALINITY,U00480,0.23,ppt,,,,
12734,07-CAYG-4.1_19851003,07-CAYG-4.1,10/3/1985,,TEMPERATURE,U00010,13.5,deg C,,,,
12735,07-CAYG-4.1_19851003,07-CAYG-4.1,10/3/1985,,CONDUCTANCE,U00094,230,uS/cm,,,,
12736,07-CAYG-4.1_19851003,07-CAYG-4.1,10/3/1985,,DISSOLVED_OXYGEN,U00300,9.6,mg/L,,,,
12737,07-CAYG-4.1_19900717,07-CAYG-4.1,7/17/1990,,TEMPERATURE,U00010,20.5,deg C,,,,
12738,07-CAYG-4.1_19900717,07-CAYG-4.1,7/17/1990,,CONDUCTANCE,U00094,310,uS/cm,,,,
12739,07-CAYG-4.1_19900717,07-CAYG-4.1,7/17/1990,,DISSOLVED_OXYGEN,U00300,8.4,mg/L,,,,
12740,07-CAYG-4.1_20010912,07-CAYG-4.1,9/12/2001,,TEMPERATURE,U00010,20.6,deg C,,,,
12741,07-CAYG-4.1_20010912,07-CAYG-4.1,9/12/2001,,CONDUCTANCE,U00094,472,uS/cm,,,,
12742,07-CAYG-4.1_20010912,07-CAYG-4.1,9/12/2001,,DISSOLVED_OXYGEN,U00300,10.4,mg/L,,,,
12743,07-CAYG-4.1_20010912,07-CAYG-4.1,9/12/2001,,PH,U00400,7.7,std units,,,,
12744,07-CAYG-4.1_20060725,07-CAYG-4.1,7/25/2006,,TEMPERATURE,U00010,19.8,deg C,,,,
12745,07-CAYG-4.1_20060725,07-CAYG-4.1,7/25/2006,,CONDUCTANCE,U00094,587,uS/cm,,,,
12746,07-CAYG-4.1_20060725,07-CAYG-4.1,7/25/2006,,DISSOLVED_OXYGEN,U00300,9.8,mg/L,,,,
12747,07-CAYG-4.1_20060725,07-CAYG-4.1,7/25/2006,,PH,U00400,7.3,std units,,,,
12748,07-CAYG-4.1_20060725,07-CAYG-4.1,7/25/2006,,SALINITY,U00480,0.3,ppt,,,,
12749,07-CAYG-4.1_20110901,07-CAYG-4.1,9/1/2011,,TEMPERATURE,U00010,21.46,deg C,,,,
12750,07-CAYG-4.1_20110901,07-CAYG-4.1,9/1/2011,,CONDUCTANCE,U00094,491,uS/cm,,,,
12751,07-CAYG-4.1_20110901,07-CAYG-4.1,9/1/2011,,DISSOLVED_OXYGEN,U00300,6.71,mg/L,,,,
12752,07-CAYG-4.1_20110901,07-CAYG-4.1,9/1/2011,,PH,U00400,8.47,std units,,,,
12753,07-CAYG-4.1_20110901,07-CAYG-4.1,9/1/2011,,PCT_SATURATION,U00301,76.4,%,,,,
12754,07-CAYG-4.1_20110901,07-CAYG-4.1,9/1/2011,,SALINITY,U00480,0.16,ppt,,,,
12755,07-CAYG-4.1_20160713,07-CAYG-4.1,7/13/2016,,TEMPERATURE,U00010,20.8,deg C,,,,
12756,07-CAYG-4.1_20160713,07-CAYG-4.1,7/13/2016,,CONDUCTANCE,U00094,520,uS/cm,,,,
12757,07-CAYG-4.1_20160713,07-CAYG-4.1,7/13/2016,,DISSOLVED_OXYGEN,U00300,9.5,mg/L,,,,
12758,07-CAYG-4.1_20160713,07-CAYG-4.1,7/13/2016,,PH,U00400,8.2,std units,,,,
12759,07-CAYG-4.1_20160713,07-CAYG-4.1,7/13/2016,,PCT_SATURATION,U00301,107,%,,,,
12760,07-CAYG-4.1_20160713,07-CAYG-4.1,7/13/2016,,SALINITY,U00480,0.3,ppt,,,,
12761,07-CAYG_T27-0.8_19920616,07-CAYG_T27-0.8,6/16/1992,,TEMPERATURE,U00010,18,deg C,,,,
12762,07-CAYG_T27-0.8_19920616,07-CAYG_T27-0.8,6/16/1992,,CONDUCTANCE,U00094,925,uS/cm,,,,
12763,07-CAYG_T27-0.8_19920616,07-CAYG_T27-0.8,6/16/1992,,DISSOLVED_OXYGEN,U00300,10,mg/L,,,,
12764,07-CAYG_T27-0.8_19920616,07-CAYG_T27-0.8,6/16/1992,,PH,U00400,8.2,std units,,,,
12765,07-CAYG_T27-0.8_20160713,07-CAYG_T27-0.8,7/13/2016,,TEMPERATURE,U00010,13.2,deg C,,,,
12766,07-CAYG_T27-0.8_20160713,07-CAYG_T27-0.8,7/13/2016,,CONDUCTANCE,U00094,494,uS/cm,,,,
12767,07-CAYG_T27-0.8_20160713,07-CAYG_T27-0.8,7/13/2016,,DISSOLVED_OXYGEN,U00300,8.1,mg/L,,,,
12768,07-CAYG_T27-0.8_20160713,07-CAYG_T27-0.8,7/13/2016,,PH,U00400,7.7,std units,,,,
12769,07-CAYG_T27-0.8_20160713,07-CAYG_T27-0.8,7/13/2016,,PCT_SATURATION,U00301,77,%,,,,
12770,07-CAYG_T27-0.8_20160713,07-CAYG_T27-0.8,7/13/2016,,SALINITY,U00480,0.2,ppt,,,,
12771,07-CAYG_T41-1.0_19920616,07-CAYG_T41-1.0,6/16/1992,,TEMPERATURE,U00010,17.9,deg C,,,,
12772,07-CAYG_T41-1.0_19920616,07-CAYG_T41-1.0,6/16/1992,,CONDUCTANCE,U00094,860,uS/cm,,,,
12773,07-CAYG_T41-1.0_19920616,07-CAYG_T41-1.0,6/16/1992,,DISSOLVED_OXYGEN,U00300,9.5,mg/L,,,,
12774,07-CAYG_T41-1.0_19920616,07-CAYG_T41-1.0,6/16/1992,,PH,U00400,8.5,std units,,,,
12775,07-CAYG_T41-1.0_20160713,07-CAYG_T41-1.0,7/13/2016,,TEMPERATURE,U00010,16.1,deg C,,,,
12776,07-CAYG_T41-1.0_20160713,07-CAYG_T41-1.0,7/13/2016,,CONDUCTANCE,U00094,363,uS/cm,,,,
12777,07-CAYG_T41-1.0_20160713,07-CAYG_T41-1.0,7/13/2016,,DISSOLVED_OXYGEN,U00300,8.1,mg/L,,,,
12778,07-CAYG_T41-1.0_20160713,07-CAYG_T41-1.0,7/13/2016,,PH,U00400,8,std units,,,,
12779,07-CAYG_T41-1.0_20160713,07-CAYG_T41-1.0,7/13/2016,,PCT_SATURATION,U00301,82,%,,,,
12780,07-CAYG_T41-1.0_20160713,07-CAYG_T41-1.0,7/13/2016,,SALINITY,U00480,0.2,ppt,,,,
12781,07-CAYT_T123-1.9_19800930,07-CAYT_T123-1.9,9/30/1980,,TEMPERATURE,U00010,16,deg C,,,,
12782,07-CAYT_T123-1.9_19800930,07-CAYT_T123-1.9,9/30/1980,,CONDUCTANCE,U00094,650,uS/cm,,,,
12783,07-CAYT_T123-1.9_19800930,07-CAYT_T123-1.9,9/30/1980,,DISSOLVED_OXYGEN,U00300,10.6,mg/L,,,,
12784,07-CAYT_T123-1.9_19800930,07-CAYT_T123-1.9,9/30/1980,,PH,U00400,8.1,std units,,,,
12785,07-CAYT_T123-1.9_20110901,07-CAYT_T123-1.9,9/1/2011,,TEMPERATURE,U00010,16.9,deg C,,,,
12786,07-CAYT_T123-1.9_20110901,07-CAYT_T123-1.9,9/1/2011,,CONDUCTANCE,U00094,3234,uS/cm,,,,
12787,07-CAYT_T123-1.9_20110901,07-CAYT_T123-1.9,9/1/2011,,DISSOLVED_OXYGEN,U00300,7.9,mg/L,,,,
12788,07-CAYT_T123-1.9_20110901,07-CAYT_T123-1.9,9/1/2011,,PH,U00400,7.93,std units,,,,
12789,07-CAYT_T123-1.9_20110901,07-CAYT_T123-1.9,9/1/2011,,PCT_SATURATION,U00301,82.7,%,,,,
12790,07-CCAN-80.1_19890620,07-CCAN-80.1,6/20/1989,,TEMPERATURE,U00010,17.5,deg C,,,,
12791,07-CCAN-80.1_19890620,07-CCAN-80.1,6/20/1989,,CONDUCTANCE,U00094,875,uS/cm,,,,
12792,07-CCAN-80.1_19890620,07-CCAN-80.1,6/20/1989,,DISSOLVED_OXYGEN,U00300,9,mg/L,,,,
12793,07-CCAN-80.1_19890627,07-CCAN-80.1,6/27/1989,,TEMPERATURE,U00010,16,deg C,,,,
12794,07-CCAN-80.1_19890627,07-CCAN-80.1,6/27/1989,,CONDUCTANCE,U00094,600,uS/cm,,,,
12795,07-CCAN-80.1_19890627,07-CCAN-80.1,6/27/1989,,DISSOLVED_OXYGEN,U00300,9.3,mg/L,,,,
12796,07-CCAN-80.1_19950712,07-CCAN-80.1,7/12/1995,,TEMPERATURE,U00010,20.71,deg C,,,,
12797,07-CCAN-80.1_19950712,07-CCAN-80.1,7/12/1995,,CONDUCTANCE,U00094,1004,uS/cm,,,,
12798,07-CCAN-80.1_19950712,07-CCAN-80.1,7/12/1995,,DISSOLVED_OXYGEN,U00300,7.58,mg/L,,,,
12799,07-CCAN-80.1_19950712,07-CCAN-80.1,7/12/1995,,PH,U00400,8.34,std units,,,,
12800,07-CCAN-80.1_19950712,07-CCAN-80.1,7/12/1995,,SALINITY,U00480,922,ppt,,,,
12801,07-CCAN-80.1_19950713,07-CCAN-80.1,7/13/1995,,TEMPERATURE,U00010,23.9,deg C,,,,
12802,07-CCAN-80.1_19950713,07-CCAN-80.1,7/13/1995,,CONDUCTANCE,U00094,835,uS/cm,,,,
12803,07-CCAN-80.1_19950713,07-CCAN-80.1,7/13/1995,,DISSOLVED_OXYGEN,U00300,8.6,mg/L,,,,
